experiment,scenario,label_cs,description,repetition,seed,draws,tickets_sold_per_draw,prize_pool_share,jackpot_cap,total_ticket_sales,total_prize_pool,total_actual_payout,total_actual_upper_tier_payout,jackpot_hits,jackpot_cap_hits,cap_reach_count,total_overflow_to_class2,total_overflow_to_class3,max_jackpot_fund_observed,final_jackpot_carryover,average_jackpot_available,average_total_payout,payout_std_dev,upper_tier_payout_std_dev,average_rollover_length,longest_rollover_length,average_time_to_cap
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,102,260527,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22543250000.0,12155750000.0,174,72,14,606000000.0,0.0,120000000.0,117000000.0,46758000.0,22543250.0,23385711.81164901,23385711.81164901,5.398692810457517,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,103,260528,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22640900000.0,12253400000.0,154,124,19,1059000000.0,0.0,120000000.0,0.0,54270000.0,22640900.0,24483309.869991027,24483309.869991027,6.409090909090909,40,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,104,260529,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22586900000.0,12199400000.0,176,137,16,1185000000.0,0.0,120000000.0,81000000.0,51528000.0,22586900.0,22569254.825757984,22569254.825757984,5.605442176870748,44,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,105,260530,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22600600000.0,12213100000.0,168,104,16,888000000.0,0.0,120000000.0,27000000.0,50349000.0,22600600.0,23686225.73649082,23686225.73649082,5.942857142857143,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,106,260531,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22665800000.0,12278300000.0,161,99,13,852000000.0,0.0,120000000.0,18000000.0,49416000.0,22665800.0,23467363.302254472,23467363.302254472,5.992857142857143,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,107,260532,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22649550000.0,12262050000.0,180,74,9,639000000.0,0.0,120000000.0,36000000.0,46464000.0,22649550.0,23206777.615548007,23206777.615548007,5.222929936305732,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,108,260533,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22605350000.0,12217850000.0,162,102,17,867000000.0,0.0,120000000.0,54000000.0,51258000.0,22605350.0,24161729.529930178,24161729.529930178,6.161764705882353,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,109,260534,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22695087500.0,12307587500.0,160,93,19,780000000.0,0.0,120000000.0,9000000.0,51261000.0,22695087.5,24722347.881493654,24722347.881493654,6.268656716417911,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,110,260535,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22579650000.0,12192150000.0,170,57,14,471000000.0,0.0,120000000.0,63000000.0,46218000.0,22579650.0,24154745.566399578,24154745.566399578,5.845070422535211,21,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,111,260536,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22652100000.0,12264600000.0,156,123,18,1053000000.0,0.0,120000000.0,18000000.0,53154000.0,22652100.0,23977287.181622528,23977287.181622528,6.393939393939394,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,112,260537,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22633700000.0,12246200000.0,150,63,18,513000000.0,0.0,120000000.0,54000000.0,49338000.0,22633700.0,25262885.21349056,25262885.21349056,6.296296296296297,20,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,113,260538,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22539350000.0,12151850000.0,180,72,14,606000000.0,0.0,120000000.0,108000000.0,46380000.0,22539350.0,23409938.57483398,23409938.57483398,5.503355704697986,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,114,260539,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22516650000.0,12129150000.0,152,156,18,1350000000.0,0.0,120000000.0,120000000.0,56421000.0,22516650.0,23499961.708000716,23499961.708000716,6.625,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,115,260540,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22529137500.0,12141637500.0,174,85,14,723000000.0,0.0,120000000.0,120000000.0,48588000.0,22529137.5,23548985.37967918,23548985.37967918,5.776223776223776,28,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,116,260541,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22621150000.0,12233650000.0,154,106,20,894000000.0,0.0,120000000.0,0.0,53277000.0,22621150.0,24969112.422701374,24969112.422701374,6.768,35,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,117,260542,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22629487500.0,12241987500.0,167,124,13,1077000000.0,0.0,120000000.0,45000000.0,51894000.0,22629487.5,23268239.445510134,23268239.445510134,6.036231884057971,48,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,118,260543,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22636250000.0,12248750000.0,165,85,16,717000000.0,0.0,120000000.0,36000000.0,50211000.0,22636250.0,24496587.995831173,24496587.995831173,6.185185185185185,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,119,260544,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22651250000.0,12263750000.0,169,74,18,612000000.0,0.0,120000000.0,45000000.0,50091000.0,22651250.0,25030349.796546992,25030349.796546992,6.065693430656935,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,120,260545,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22629437500.0,12241937500.0,158,120,21,1017000000.0,0.0,120000000.0,9000000.0,53541000.0,22629437.5,24426365.388445407,24426365.388445407,6.427480916030534,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,121,260546,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22626350000.0,12238850000.0,157,120,16,1032000000.0,0.0,120000000.0,9000000.0,52161000.0,22626350.0,23729075.164816264,23729075.164816264,6.198529411764706,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,122,260547,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22632887500.0,12245387500.0,154,112,19,951000000.0,0.0,120000000.0,27000000.0,53334000.0,22632887.5,24676840.657154508,24676840.657154508,6.82258064516129,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,123,260548,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22637550000.0,12250050000.0,159,83,17,696000000.0,0.0,120000000.0,45000000.0,50472000.0,22637550.0,24656375.899501126,24656375.899501126,6.229629629629629,39,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,124,260549,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22667500000.0,12280000000.0,168,68,10,582000000.0,0.0,120000000.0,0.0,47892000.0,22667500.0,24114057.49246692,24114057.49246692,5.777777777777778,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,125,260550,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22589950000.0,12202450000.0,166,102,18,864000000.0,0.0,120000000.0,72000000.0,51246000.0,22589950.0,24151208.90343794,24151208.90343794,6.087591240875913,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,126,260551,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22667550000.0,12280050000.0,179,76,16,636000000.0,0.0,120000000.0,9000000.0,47619000.0,22667550.0,23961592.591009054,23961592.591009054,5.473333333333334,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,127,260552,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22664550000.0,12277050000.0,164,90,20,750000000.0,0.0,120000000.0,18000000.0,49863000.0,22664550.0,24468361.526622497,24468361.526622497,5.929078014184397,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,128,260553,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22556950000.0,12169450000.0,155,105,20,885000000.0,0.0,120000000.0,99000000.0,53787000.0,22556950.0,25058302.799621128,25058302.799621128,6.814516129032258,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,129,260554,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22677850000.0,12290350000.0,164,129,17,1110000000.0,0.0,120000000.0,18000000.0,53571000.0,22677850.0,23904467.508762877,23904467.508762877,6.430769230769231,33,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,130,260555,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22670450000.0,12282950000.0,182,39,12,315000000.0,0.0,120000000.0,0.0,43830000.0,22670450.0,23971276.651390515,23971276.651390515,5.453333333333333,22,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,131,260556,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22659975000.0,12272475000.0,170,64,12,540000000.0,0.0,120000000.0,9000000.0,47397000.0,22659975.0,24207677.00156037,24207677.00156037,5.928571428571429,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,132,260557,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22660250000.0,12272750000.0,153,96,14,822000000.0,0.0,120000000.0,18000000.0,50997000.0,22660250.0,24259697.1835491,24259697.1835491,6.13768115942029,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,133,260558,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22655550000.0,12268050000.0,187,79,13,672000000.0,0.0,120000000.0,45000000.0,45144000.0,22655550.0,22689109.649730638,22689109.649730638,5.178343949044586,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,134,260559,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22543600000.0,12156100000.0,175,52,9,441000000.0,0.0,120000000.0,120000000.0,46092000.0,22543600.0,23812226.041258723,23812226.041258723,5.689655172413793,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,135,260560,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22610950000.0,12223450000.0,168,68,15,567000000.0,0.0,120000000.0,81000000.0,48345000.0,22610950.0,24430431.281446915,24430431.281446915,5.942857142857143,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,136,260561,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22554800000.0,12167300000.0,179,70,11,597000000.0,0.0,120000000.0,120000000.0,45915000.0,22554800.0,23049050.456797563,23049050.456797563,5.401315789473684,28,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,137,260562,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22646187500.0,12258687500.0,149,104,21,873000000.0,0.0,120000000.0,36000000.0,53997000.0,22646187.5,25324428.090701155,25324428.090701155,6.975409836065574,35,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,138,260563,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22578000000.0,12190500000.0,176,53,17,426000000.0,0.0,120000000.0,120000000.0,45270000.0,22578000.0,23821218.81852396,23821218.81852396,5.5675675675675675,21,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,139,260564,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22541050000.0,12153550000.0,168,71,18,585000000.0,0.0,120000000.0,120000000.0,48543000.0,22541050.0,24307196.10316048,24307196.10316048,5.942857142857143,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,140,260565,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22528600000.0,12141100000.0,161,104,15,891000000.0,0.0,120000000.0,99000000.0,50514000.0,22528600.0,23593287.01219904,23593287.01219904,5.950354609929078,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,141,260566,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22659525000.0,12272025000.0,166,79,14,669000000.0,0.0,120000000.0,9000000.0,48606000.0,22659525.0,24078565.407575157,24078565.407575157,5.751724137931035,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,142,260567,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22666700000.0,12279200000.0,156,132,18,1134000000.0,0.0,120000000.0,36000000.0,54198000.0,22666700.0,24079523.585611075,24079523.585611075,6.442748091603053,43,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,143,260568,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22670725000.0,12283225000.0,169,101,13,870000000.0,0.0,120000000.0,9000000.0,50493000.0,22670725.0,23732863.992507838,23732863.992507838,5.9784172661870505,39,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,144,260569,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22636200000.0,12248700000.0,142,104,18,882000000.0,0.0,120000000.0,27000000.0,53925000.0,22636200.0,25166119.47758335,25166119.47758335,7.032786885245901,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,145,260570,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22671400000.0,12283900000.0,148,90,19,753000000.0,0.0,120000000.0,9000000.0,52080000.0,22671400.0,25150780.545342922,25150780.545342922,6.65625,28,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,146,260571,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22662800000.0,12275300000.0,182,40,12,324000000.0,0.0,120000000.0,9000000.0,43248000.0,22662800.0,23705892.224508233,23705892.224508233,5.243589743589744,21,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,147,260572,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22605400000.0,12217900000.0,176,91,12,783000000.0,0.0,120000000.0,72000000.0,47496000.0,22605400.0,22916008.178563736,22916008.178563736,5.682758620689655,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,148,260573,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22642287500.0,12254787500.0,146,96,15,819000000.0,0.0,120000000.0,18000000.0,52137000.0,22642287.5,24670868.816756207,24670868.816756207,6.569230769230769,35,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,149,260574,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22671800000.0,12284300000.0,171,69,16,573000000.0,0.0,120000000.0,0.0,47004000.0,22671800.0,23969311.937558826,23969311.937558826,5.7172413793103445,22,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,150,260575,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22672200000.0,12284700000.0,144,103,20,867000000.0,0.0,120000000.0,0.0,54195000.0,22672200.0,25482764.119302284,25482764.119302284,6.959349593495935,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,151,260576,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22607050000.0,12219550000.0,159,65,16,537000000.0,0.0,120000000.0,45000000.0,48981000.0,22607050.0,24918344.80453106,24918344.80453106,5.964539007092198,24,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,152,260577,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22533800000.0,12146300000.0,153,95,20,795000000.0,0.0,120000000.0,120000000.0,51588000.0,22533800.0,24377300.661886252,24377300.661886252,6.227941176470588,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,153,260578,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22661587500.0,12274087500.0,156,89,15,756000000.0,0.0,120000000.0,18000000.0,50154000.0,22661587.5,24289636.851671822,24289636.851671822,6.442748091603053,33,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,154,260579,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22637900000.0,12250400000.0,168,107,14,921000000.0,0.0,120000000.0,0.0,50220000.0,22637900.0,23509525.69895871,23509525.69895871,5.985611510791367,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,155,260580,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22593487500.0,12205987500.0,167,76,12,648000000.0,0.0,120000000.0,90000000.0,48063000.0,22593487.5,23811093.926856738,23811093.926856738,5.825174825174825,24,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,156,260581,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22619950000.0,12232450000.0,162,117,17,1002000000.0,0.0,120000000.0,45000000.0,52023000.0,22619950.0,23792034.265642356,23792034.265642356,5.943262411347518,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,157,260582,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22585650000.0,12198150000.0,181,56,17,453000000.0,0.0,120000000.0,72000000.0,46395000.0,22585650.0,24344599.844267312,24344599.844267312,5.533783783783784,21,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,158,260583,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22649950000.0,12262450000.0,179,74,12,630000000.0,0.0,120000000.0,0.0,45267000.0,22649950.0,22847395.85811696,22847395.85811696,5.3311688311688314,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,159,260584,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22601537500.0,12214037500.0,161,70,14,588000000.0,0.0,120000000.0,72000000.0,47562000.0,22601537.5,24041189.478525054,24041189.478525054,5.8671328671328675,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,160,260585,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22613100000.0,12225600000.0,178,69,14,579000000.0,0.0,120000000.0,54000000.0,45786000.0,22613100.0,23388421.139315926,23388421.139315926,5.235668789808917,22,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,161,260586,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22623887500.0,12236387500.0,146,129,21,1098000000.0,0.0,120000000.0,18000000.0,56790000.0,22623887.5,25199702.394940972,25199702.394940972,7.116666666666666,46,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,162,260587,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22677350000.0,12289850000.0,157,59,16,483000000.0,0.0,120000000.0,0.0,49782000.0,22677350.0,25479344.957779035,25479344.957779035,6.386363636363637,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,163,260588,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22667100000.0,12279600000.0,159,120,19,1023000000.0,0.0,120000000.0,9000000.0,53214000.0,22667100.0,24313364.89649263,24313364.89649263,6.229629629629629,41,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,164,260589,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22642687500.0,12255187500.0,174,79,20,651000000.0,0.0,120000000.0,9000000.0,49614000.0,22642687.5,24666824.768980578,24666824.768980578,6.118518518518519,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,165,260590,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22666025000.0,12278525000.0,171,76,14,642000000.0,0.0,120000000.0,45000000.0,48201000.0,22666025.0,24074663.466222636,24074663.466222636,5.7972027972027975,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,166,260591,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22560300000.0,12172800000.0,171,63,14,525000000.0,0.0,120000000.0,81000000.0,47919000.0,22560300.0,24424677.457645167,24424677.457645167,5.9640287769784175,24,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,167,260592,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22543650000.0,12156150000.0,165,88,19,735000000.0,0.0,120000000.0,120000000.0,50148000.0,22543650.0,24280849.906407725,24280849.906407725,6.139705882352941,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,168,260593,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22627250000.0,12239750000.0,157,98,22,816000000.0,0.0,120000000.0,18000000.0,53004000.0,22627250.0,25278099.11637938,25278099.11637938,6.853658536585366,28,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,169,260594,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22650437500.0,12262937500.0,190,76,13,645000000.0,0.0,120000000.0,0.0,45522000.0,22650437.5,23000059.455680624,23000059.455680624,4.969325153374233,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,170,260595,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22648200000.0,12260700000.0,161,111,16,951000000.0,0.0,120000000.0,18000000.0,51927000.0,22648200.0,24033330.122144952,24033330.122144952,6.169117647058823,36,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,171,260596,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22652050000.0,12264550000.0,184,55,11,462000000.0,0.0,120000000.0,27000000.0,43449000.0,22652050.0,23048393.616421513,23048393.616421513,5.068322981366459,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,172,260597,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22604550000.0,12217050000.0,163,81,17,678000000.0,0.0,120000000.0,63000000.0,50331000.0,22604550.0,24782571.73494107,24782571.73494107,6.438461538461539,24,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,173,260598,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22593475000.0,12205975000.0,167,77,14,651000000.0,0.0,120000000.0,63000000.0,48015000.0,22593475.0,23855222.80836788,23855222.80836788,5.784722222222222,36,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,174,260599,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22606287500.0,12218787500.0,170,87,18,729000000.0,0.0,120000000.0,63000000.0,49059000.0,22606287.5,24088225.68961014,24088225.68961014,5.804195804195804,30,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,175,260600,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22707937500.0,12320437500.0,154,108,19,915000000.0,0.0,120000000.0,0.0,52566000.0,22707937.5,24560588.926211517,24560588.926211517,6.507692307692308,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,176,260601,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22598500000.0,12211000000.0,166,68,14,570000000.0,0.0,120000000.0,63000000.0,47394000.0,22598500.0,24125159.538332593,24125159.538332593,5.8321678321678325,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,177,260602,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22618787500.0,12231287500.0,172,130,13,1131000000.0,0.0,120000000.0,54000000.0,51084000.0,22618787.5,22600354.055547312,22600354.055547312,5.671232876712328,35,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,178,260603,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22713450000.0,12325950000.0,161,111,19,942000000.0,0.0,120000000.0,0.0,52665000.0,22713450.0,24492383.440520853,24492383.440520853,6.404580152671755,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,179,260604,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22604900000.0,12217400000.0,174,76,10,654000000.0,0.0,120000000.0,54000000.0,47367000.0,22604900.0,23512579.845478464,23512579.845478464,5.816901408450704,51,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,180,260605,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22630700000.0,12243200000.0,167,78,19,645000000.0,0.0,120000000.0,72000000.0,48453000.0,22630700.0,24274768.021754604,24274768.021754604,5.666666666666667,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,181,260606,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22669250000.0,12281750000.0,172,97,16,825000000.0,0.0,120000000.0,9000000.0,49887000.0,22669250.0,23903151.29721393,23903151.29721393,5.830985915492958,42,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,182,260607,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22609287500.0,12221787500.0,151,130,19,1113000000.0,0.0,120000000.0,54000000.0,54477000.0,22609287.5,24296128.707030546,24296128.707030546,6.5813953488372094,40,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,183,260608,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22622100000.0,12234600000.0,155,78,17,651000000.0,0.0,120000000.0,54000000.0,50412000.0,22622100.0,24929753.84134388,24929753.84134388,6.401515151515151,21,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,184,260609,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22624650000.0,12237150000.0,151,154,17,1335000000.0,0.0,120000000.0,18000000.0,55392000.0,22624650.0,23495832.39379912,23495832.39379912,6.5813953488372094,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,185,260610,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22667100000.0,12279600000.0,144,161,16,1401000000.0,0.0,120000000.0,0.0,56379000.0,22667100.0,23413237.977477614,23413237.977477614,6.6875,48,14
